,actor_id,login,name,email,bio,type,followers,following,tfidf_similarity,counts_of_activity,counts_of_issue,counts_of_pull_request,counts_of_repository,counts_of_commit,counts_of_active_day,periodicity_of_activities,counts_of_connection_account,median_response_time,label
244,15997951,0,0,0,0,0,62,46,0.013518762,3520,169,233,226,2878,163,0.750041222,10,8612.826087,Human
245,241593,0,0,0,0,0,97,0,0.013167293,23998,33,10,22105,1846,189,0.748454327,3,1198.642857,Human
246,30537854,1,0,0,0,0,1,0,0.0,219152,36285,73030,73016,36821,361,0.748312565,209,13059.4303,Bot
247,32856376,0,0,0,0,0,12,61,0.77651453,14061,5793,0,162,8089,359,0.745587216,3,13059.4303,Bot
248,3242261,0,0,0,0,0,11,0,0.0,3586,513,706,644,1701,228,0.745251963,4,8928.282051,Human
249,42427874,0,0,0,0,0,0,0,0.828603351,8975,8975,0,0,0,359,0.744872816,5,13059.4303,Bot
250,66541802,0,0,0,0,0,34,2,0.0,19889,91,57,9219,1397,354,0.743610429,5,27900.5,Human
251,10580038,0,0,0,0,0,16,12,0.0,25448,3,0,8,25436,165,0.741173931,1,24641.0,Human
252,22294314,0,0,0,0,0,64,393,0.500142705,5806,503,11,684,4591,285,0.739896202,8,2287.25,Human
253,20452814,0,0,0,0,0,35,3,0.526480602,9847,3705,261,349,5476,355,0.739522546,25,13059.4303,Human
254,47257959,0,0,0,0,0,1,0,0.503102612,53559,36909,1,43,16606,238,0.739277673,1,13059.4303,Bot
255,108104,0,0,0,0,0,16,5,0.397763738,27604,105,1,5,27493,361,0.738779282,1,164.5,Human
256,1499307,0,0,0,0,0,9,5,0.0,6432,5,3,10,6414,253,0.736994878,4,49151.66667,Human
257,58056708,0,0,0,0,0,158,0,0.0,15745,4,0,33,15708,250,0.736958586,1,3602.0,Human
258,47766566,0,1,0,1,0,1,1,0.0,10831,176,111,332,9915,359,0.736605518,5,19.53846154,Bot
259,37936606,0,0,0,0,1,0,0,0.113047419,3217563,2521058,601072,28061,67211,361,0.736283999,1905,13059.4303,Bot
260,1787040,0,0,0,0,0,1,6,0.016062032,10626,10,0,7,10609,261,0.735066895,3,7507.75,Human
261,28760461,0,0,0,0,0,3,0,0.031540545,48524,11,1,9,48501,103,0.734842787,8,58432.0,Human
262,3378822,0,0,0,0,0,108,61,0.0,6781,1120,63,129,5463,360,0.734517562,11,13762.74074,Human
263,5003269,0,0,0,0,0,11,0,0.018747225,9096,12,39,20,9025,157,0.734076367,1,57161.5,Human
264,899645,0,0,0,0,0,130,0,0.0,12400,153,230,5502,6513,308,0.731338241,34,7934.596491,Human
265,3529086,0,0,0,0,0,6,2,0.023224249,4369,9,6,18,4335,143,0.730188899,2,41559.0,Human
266,62288713,0,0,0,0,0,0,1,0.386234583,14432,120,0,38,14273,101,0.730115099,1,13059.4303,Human
267,79776344,0,0,0,0,0,9,3,0.016763869,41848,6,23,96,41722,209,0.729697575,1,71599.8,Human
268,44153440,0,0,0,0,0,4,1,0.167041654,111786,6,0,3,111777,150,0.728888433,1,904.0,Human
269,59765200,0,0,0,0,0,6,4,0.274784191,18130,2584,0,16,15526,129,0.728739484,2,382840.0,Human
270,75433959,1,0,0,0,1,0,0,0.316329849,640736,634933,3726,66,2011,361,0.728472341,687,80677.4,Bot
271,74814336,0,0,0,0,0,49,9,0.0,8303,6,0,220,8075,257,0.728267906,1,850.6666667,Human
272,46838874,0,0,0,0,0,72,44,0.0,5419,2611,1105,624,1036,322,0.726425904,95,90019.9,Human
273,34854165,0,0,0,0,0,1017,8,0.0,41818,7,2,47,41760,361,0.726398839,2,417.5,Human
274,78034891,1,0,0,0,0,32,1,0.586334956,14383,14383,0,0,0,237,0.726292486,214,52735.25,Bot
275,7221389,0,0,0,0,0,1936,328,0.013716707,35528,506,851,233,33905,269,0.726182966,21,507.4691358,Human
276,12148373,0,0,0,0,0,1,2,0.022025191,8619,23,0,1153,7442,316,0.72609599,5,36797.25,Human
277,22429695,0,0,0,0,1,0,0,0.743158599,844553,844553,0,0,0,361,0.725899183,4104,13059.4303,Bot
278,68799469,0,0,0,0,0,152,225,0.0,3683,59,337,997,2285,290,0.72485757,6,178.1428571,Human
279,79414145,1,0,0,0,1,0,0,0.342430826,96140,96140,0,0,0,104,0.72423216,2,0.25,Bot
280,40737538,0,0,0,0,0,26,27,0.010476782,7070,32,34,163,6832,140,0.723821825,2,12.75,Human
281,27426792,0,0,0,0,0,51,7,0.030826892,25888,262,6,25,25593,157,0.723056265,9,29192.34884,Human
282,45287301,0,0,0,0,0,3,9,0.291219419,11076,4106,4,247,6719,361,0.723055032,8,13059.4303,Human
283,8030069,0,0,0,0,0,8,0,0.134874333,512,57,273,85,93,28,0.722536618,12,7117.456522,Human
284,60442490,0,0,0,0,0,0,0,0.0,8786,9,2,85,8687,51,0.722528703,1,70.0,Human
285,46691165,0,0,0,0,0,0,2,0.049280801,12431,17,0,17,12397,65,0.721636264,3,38746.25,Human
286,21034047,0,0,0,0,0,30,6,0.017142082,5172,22,6,42,5095,241,0.721098805,1,10762.9,Human
287,94155176,0,0,0,0,0,1,0,0.0,54945,54942,0,2,1,29,0.720473901,2,1140.5,Bot
288,7664655,0,0,0,0,0,33,8,0.007462923,51795,44,144,119,51484,345,0.719261251,4,2212.0,Human
289,22233835,0,0,0,0,0,70,3,0.012972665,204476,18,17,46,204395,361,0.717712048,5,10290.0,Human
290,20407524,1,0,0,0,0,523,0,0.345294397,312670,250119,32702,93,29756,361,0.717443925,1139,76692.875,Bot
291,30164659,0,0,0,0,0,2,0,0.755843209,21448,1860,3596,1417,14549,353,0.717183695,20,227559.75,Bot
292,34748927,0,0,0,0,0,200,29,0.0,51162,20950,32,772,29365,361,0.716565719,30,13059.4303,Human
293,779321,0,0,0,0,0,53,32,0.0,45584,38,25,43,45478,321,0.715602298,6,13563.38095,Human
294,49695357,0,0,0,0,0,0,0,0.086357818,289539,98686,77578,70475,42800,150,0.713909678,250,1.36,Bot
295,32113157,0,0,0,0,0,55,3,0.011590831,55574,80,35,86,55339,134,0.713337865,7,1202.666667,Human
296,211358,0,0,0,0,0,25,2,0.014871532,7915,17,15,37,7840,358,0.713123156,2,4627.5,Human
297,2009948,0,0,0,0,0,16,4,0.0,34143,1,3,58,34079,331,0.712828754,2,571.0,Human
298,1676445,0,0,0,0,0,43,110,0.0,26484,35,26,69,26352,248,0.712119046,7,65776.66667,Human
299,10757154,0,0,0,0,0,231,17,0.020683506,3405,172,96,41,3082,272,0.711729924,5,2769.757576,Human
300,68613938,0,0,0,0,0,194,1,0.0,3786,787,7,99,2531,148,0.711597058,8,121.0517241,Human
301,57860916,0,0,0,0,0,20,31,0.021467701,16008,21,27,147,15812,357,0.711274326,5,18620.5,Human
302,2182,0,0,0,0,0,111,5,0.02441905,26933,35,31,53,26814,352,0.710790251,12,29431.86667,Human
303,64729760,0,0,0,0,0,12,9,0.602974816,111241,88795,1,47,22396,340,0.70983271,86,13059.4303,Bot
304,4343808,0,0,0,0,0,53,0,0.016185731,11107,28,12,793,10274,361,0.708632474,5,12699.42857,Human
305,44651202,0,0,1,1,0,13,0,0.405857343,32621,22320,4364,378,5559,342,0.70861398,102,7015.5,Bot
306,10804999,0,0,0,0,0,31,0,0.021134912,16382,86,372,537,15212,194,0.707172237,2,241.0833333,Human
307,1140167,0,0,0,0,0,210,21,0.009108278,8645,71,89,509,7963,275,0.706887644,3,798.6666667,Human
308,61254497,0,0,0,0,0,2,0,0.497862097,16590,1032,0,7675,7866,337,0.704255971,15,110156.38,Bot
309,53513,0,0,0,0,0,8,2,0.0,4549,4,12,55,4438,226,0.704212889,2,151700.0,Human
310,8900205,0,0,0,0,0,20,24,0.237459404,7250,1985,518,278,4469,315,0.701666508,11,119.0,Human
311,4406153,0,0,0,0,0,70,108,0.0,5757,14,75,829,4835,354,0.699821147,6,11873.5,Human
312,30189218,0,0,0,0,0,65,0,0.0,110139,2716,43581,2394,61448,360,0.698925659,641,13931.40816,Bot
313,74659618,0,0,0,0,0,0,0,0.144383555,59960,6053,0,3,53904,361,0.697340556,21,13059.4303,Human
314,2378389,0,0,0,0,0,10,6,0.033078686,30465,12,0,12,30439,80,0.695779996,1,35.83333333,Human
315,807508,0,0,0,0,0,1445,241,0.0,5018,28,40,55,4895,247,0.695205379,13,12167.57143,Human
316,42973632,0,0,0,0,0,16,0,0.039033557,102561,68209,11108,5717,17527,360,0.694774312,308,96775.35294,Bot
317,17505625,0,0,0,0,0,4,0,0.0,27343,42,204,155,26800,247,0.694461664,4,848.8,Human
318,36466523,0,0,0,0,1,0,0,0.800104454,27835,27835,0,0,0,361,0.693879181,220,13059.4303,Bot
319,694745,0,0,0,0,0,20,4,0.116409962,71136,4,16594,29,54509,44,0.693767443,394,429.6666667,Human
320,209139,0,0,0,0,0,13,5,0.0,521760,1,3,47,521709,361,0.692695337,1,1009.0,Bot
321,6070939,0,0,0,0,0,178,0,0.0,908,740,35,10,122,116,0.692556806,15,99541.60526,Human
322,43144390,0,0,0,0,1,0,0,0.507588823,57021,57021,0,0,0,361,0.69156149,712,56724.0,Bot
323,248741,0,0,0,0,0,585,298,0.0,11242,173,580,1038,9432,334,0.691476336,18,2481.745455,Human
324,68631244,0,0,0,0,0,186,9,0.0,18262,506,186,2192,15344,330,0.691282211,9,20249.70833,Human
325,53056553,0,0,1,0,0,6,1,0.671364071,3796,483,295,11,2970,361,0.69118929,9,98767.4375,Bot
326,21015829,0,0,0,0,1,0,0,0.437412746,10105,10105,0,0,0,339,0.690705967,90,98808.0,Bot
327,4067300,0,0,0,0,0,173,0,0.0,4479,164,36,127,4058,290,0.689365948,7,3696.705882,Human
328,15467072,1,0,0,0,0,333,0,0.513164267,53512,4610,482,3202,45218,360,0.689330641,82,48540.66667,Bot
329,3625160,0,0,0,0,0,32,0,0.0,6025,132,15,120,5702,357,0.688833778,6,18521.8,Human
330,14788991,0,0,0,0,0,9,0,0.020634548,4831,29,2,138,4662,151,0.688341522,2,1326.166667,Human
331,33251702,0,0,0,0,0,6,10,0.018001394,14451,5,1,5,14440,352,0.687845642,4,74.66666667,Human
332,49764102,0,0,0,0,0,1,0,0.0,4906,4906,0,0,0,150,0.687034194,18,13059.4303,Human
333,6948709,0,0,0,0,0,12,0,0.0,108109,304,9842,52143,5414,357,0.686022474,58,4638.0,Bot
334,26602940,0,0,0,0,0,305,119,0.018543217,41652,63,1092,852,39644,361,0.685421048,38,355.55,Human
335,21261222,0,0,0,0,0,32,35,0.0,22516,2,0,16,22494,86,0.684524339,1,13059.4303,Human
336,79381923,1,0,0,0,1,0,0,0.471835347,111655,111655,0,0,0,139,0.683875925,2,13059.4303,Bot
337,15837671,0,0,0,0,0,34,0,0.126478132,107286,46748,1588,30361,28331,360,0.683191942,490,289347.0,Bot
338,61961028,0,0,0,0,0,0,0,0.0,20413,112,0,10,20291,243,0.683013089,1,4677.5,Human
339,62694369,1,0,0,0,0,48,0,0.943455736,29698,4906,10110,10564,4118,357,0.681361687,60,135460.8571,Bot
340,51384143,1,0,0,1,0,0,1,0.372060577,14928,223,62,2,14641,354,0.680446785,5,0.0,Bot
341,68455785,0,0,0,0,0,45,73,0.0,8085,36,163,179,7706,198,0.68032131,1,2145.4,Human
342,7077164,0,0,0,0,0,23,14,0.0,4996,2,0,30,4964,282,0.680100245,6,145.0,Human
343,58020879,0,0,0,0,0,0,0,0.0,77177,5820,13954,43384,14019,356,0.679979297,52,13059.4303,Bot
344,37886,0,0,0,0,0,139,34,0.0,3749,479,635,949,1653,234,0.677478206,27,1223.378378,Human
345,73116608,0,0,0,0,1,0,0,0.99013223,19189,54,3,8111,11021,354,0.676905181,31,4835.462963,Bot
346,12754677,0,0,0,0,0,8,2,0.079630984,2781,4,871,906,999,199,0.676685482,5,13059.4303,Human
347,46637781,0,0,0,0,0,21,15,0.0,98784,4,9,30,98740,50,0.674925773,2,13059.4303,Human
348,67127154,0,0,0,0,0,164,30,0.403069687,5310,37,109,4786,313,173,0.67490831,3,13059.4303,Human
349,10992695,0,0,0,0,0,120,0,0.0,4042,1310,885,471,1368,242,0.67440711,32,159034.1429,Human
350,37929162,0,0,0,0,1,0,0,0.107123905,552423,43976,199499,109831,199117,361,0.673857304,1461,115198.8,Bot
351,26013935,0,0,0,0,0,7,0,0.017152332,93166,17,5,325,92816,347,0.673625889,3,28098.92308,Human
352,11803153,0,0,0,0,0,125,232,0.01380427,8334,856,1691,1037,4741,326,0.673505877,37,11556.42169,Human
353,12064158,0,0,0,0,0,67,187,0.506604215,7305,2717,3,122,4456,272,0.673283654,1,13059.4303,Human
354,86326399,0,0,0,0,0,0,0,0.0,4475,4475,0,0,0,160,0.672025082,3,13059.4303,Human
355,49659427,0,0,0,0,0,1,0,0.0,42561,3803,38758,0,0,150,0.670716209,32,0.132075472,Bot
356,736001,0,0,0,0,0,132,32,0.117306838,2489,79,124,290,1995,203,0.670359729,14,9448.086957,Bot
357,129272,0,0,0,0,0,25,81,0.012602284,3485,64,82,1593,1119,201,0.668562109,5,22194.07143,Human
358,63246200,0,0,0,0,0,114,596,0.0,2131,5,36,1892,192,233,0.668198656,2,13059.4303,Human
359,47351025,0,0,0,0,0,1829,38,0.0,13082,2633,7008,963,2428,328,0.667244902,147,13007.69565,Human
360,14373068,0,0,0,0,0,35,42,0.0,8145,45,16,70,8013,97,0.666436808,2,13059.4303,Human
361,19616653,0,0,0,0,0,68,58,0.016062219,5961,6,9,44,5902,338,0.665917991,1,159.75,Human
362,313494,0,0,0,0,0,240,1,0.012320954,151,23,39,40,49,38,0.665422886,3,253.1428571,Human
363,7554352,0,0,0,0,0,3,11,0.567909807,4212,998,0,3,3211,361,0.66517214,1,13059.4303,Human
364,9762652,0,0,0,0,0,39,1,0.0,4659,1691,17,39,2912,220,0.663751417,14,24026.0,Human
365,926513,0,0,0,0,0,293,1,0.017280002,3265,953,1012,123,1176,271,0.663168629,25,24566.38462,Human
366,973860,0,0,0,0,0,2,0,0.0,101170,443,1,100144,581,347,0.662973378,3,13059.4303,Human
367,3379460,0,0,0,0,0,0,1,0.0,30069,3,0,16,30048,361,0.662270858,1,644.0,Human
368,76908410,0,0,0,0,0,2,0,0.0,7560,1544,2521,41,3454,135,0.661933605,47,138.6024096,Bot
369,6157049,0,0,0,0,0,28,22,0.0,3892,3,31,65,3793,196,0.659860068,4,115.0,Human
370,1507158,0,0,0,0,0,27,6,0.0,11630,92,500,427,10610,272,0.659736459,8,9907.02,Human
371,7828365,0,0,0,0,0,19,2,0.132421445,8261,1041,2222,1198,3796,143,0.659551155,33,55590.53125,Human
372,82778544,0,0,0,0,0,0,0,0.0,25405,20,201,59,25124,96,0.6595315,2,10040.5,Human
373,41213312,0,0,1,0,0,9,0,0.419672697,63649,42215,10866,259,10309,353,0.658869446,124,79227.0,Bot
374,50640090,0,0,0,0,0,3,0,0.017843786,48838,273,22,15,48527,361,0.656650731,34,24411.25,Human
375,25160789,0,0,0,0,0,24,19,0.019039604,4421,57,653,2244,1446,299,0.656572667,3,3076.272727,Human
376,65137116,0,0,0,0,0,11,36,0.0,17478,1,8,77,17389,352,0.655776553,1,13059.4303,Human
377,57198942,0,0,0,0,0,75,0,0.318615478,3953,284,1824,24,1812,201,0.655750319,10,584.8461538,Human
378,72751432,0,0,0,0,1,0,0,0.577553304,48532,48532,0,0,0,142,0.655675566,3,0.0,Bot
379,9742568,0,0,0,0,0,344,56,0.024474026,4215,66,9,180,3958,236,0.654497963,6,35422.35294,Bot
380,13864484,0,0,0,0,0,7,0,0.01451014,5850,89,171,41,5548,338,0.654467565,7,35573.69231,Human
381,21592,0,0,0,0,0,115,23,0.023613278,3608,226,127,189,3034,228,0.653273724,11,3932.014286,Human
382,60106112,0,0,0,0,0,33,9,0.056171603,11100,4390,3587,175,2933,219,0.653012766,22,1631.602041,Human
383,69431456,0,0,0,0,0,467,85,0.0,3754,315,464,1736,1237,254,0.651817746,58,31595.84211,Human
384,10195800,0,0,0,0,0,62,0,0.0,2559,746,773,332,708,175,0.651673013,57,77550.8,Human
385,113001,0,0,0,0,0,1643,69,0.01192659,23221,558,246,112,22300,361,0.649757927,23,62947.4,Human
386,29708070,0,0,0,0,0,23,8,0.012661018,503838,665,54,319,502787,336,0.648115764,10,313.0,Human
387,12242590,0,0,0,0,0,1,0,0.01924686,367,140,91,28,108,46,0.648060909,16,5008.069444,Human
388,14380972,0,0,0,0,0,7,15,0.0,3458,25,9,56,3350,348,0.647377362,1,13059.4303,Human
389,57292142,0,0,0,0,0,57,3,0.0,3481,57,69,490,2838,302,0.646743834,12,1890.210526,Human
390,53356347,0,0,0,0,0,1821,0,0.265231471,74837,2005,7935,15363,44625,358,0.646621656,184,88218.5,Bot
391,63485082,0,0,0,0,0,194,42,0.019356061,18015,110,97,1106,16662,334,0.646593922,13,11238.30303,Human
392,12479470,0,0,0,0,0,4365,73,0.0,5211,259,85,139,4713,319,0.646478009,4,6948.552632,Human
393,476013,0,0,0,0,0,103,35,0.0,2815,797,441,354,1223,225,0.646474134,110,74206.0,Human
394,4595135,0,0,0,0,0,52,11,0.272562195,4969,3142,1155,102,570,271,0.646393081,13,13059.4303,Human
395,78982,0,0,0,0,0,55,75,0.015978748,4471,19,29,1456,2966,240,0.644042374,4,5371.75,Human
396,54246291,0,0,0,0,0,0,14,0.001072892,6848,34,46,49,6717,267,0.643220019,1,13059.4303,Human
397,43336896,0,0,0,0,1,0,0,0.785770977,9752,9505,247,0,0,355,0.643012154,157,71912.0,Bot
398,55858104,1,0,0,0,1,0,0,0.075988333,102516,102516,0,0,0,328,0.642779957,798,30242.28571,Bot
399,193136,0,0,0,0,0,1658,538,0.024390883,8459,205,302,523,7391,359,0.642280773,35,20342.6,Human
400,209374,0,0,0,0,0,38,1,0.0,3704,61,8,19,3616,199,0.641707041,3,8329.205882,Human
401,16981248,0,0,0,0,0,802,16744,0.0,6710,6,0,6704,0,249,0.641463295,1,9465.0,Human
402,4971414,0,0,0,0,0,88,12,0.0,7341,424,382,437,6092,145,0.641426434,13,30061.4,Human
403,39223861,0,0,0,0,0,7,5,0.0,28671,1,3,43,28624,61,0.641073259,1,13059.4303,Human
404,37431235,0,0,0,0,0,12,17,0.0,11342,18,125,580,10604,357,0.64059554,5,215.2,Human
405,58761920,0,0,0,0,0,15,6,0.018490972,3928,103,9,173,3640,199,0.639510658,2,126012.0,Human
406,6102858,0,0,0,0,0,2,0,0.765802273,3960,933,8,2479,175,356,0.639299133,8,21067.6,Bot
407,16837285,0,0,0,0,0,144,0,0.024548405,151300,17610,12567,38,121084,345,0.638756331,289,282386.75,Bot
408,52951923,0,0,0,0,0,0,0,0.709297267,8366,25,0,6,8333,341,0.638655346,1,13059.4303,Bot
409,40620903,0,0,0,0,0,66,16,0.234514945,5561,777,1546,888,2346,347,0.638287211,212,16205.48148,Human
410,86325950,0,0,0,0,0,0,0,0.0,56621,5604,51017,0,0,161,0.636522931,35,13059.4303,Bot
411,34882892,1,0,0,0,0,128,0,0.0,71042,171,277,44751,25677,342,0.635937655,3,13059.4303,Bot
412,1634252,0,0,0,0,0,8,0,0.0,29520,80,21,166,29177,360,0.63587442,3,13059.4303,Human
413,58698531,0,0,0,0,0,1,0,0.072243071,113592,8,143,115,113326,86,0.635680473,3,5788.0,Human
414,7042,0,0,0,0,0,1541,2,0.020915713,48878,33,18,12,48815,361,0.63530757,20,14421.63158,Human
415,58045821,0,0,0,0,0,2,0,0.0,4795,727,2323,637,1107,274,0.635282331,141,6664.545455,Human
416,74306126,0,0,0,0,0,8,0,0.0,3957,1419,57,159,2222,291,0.63499362,40,5938.0625,Human
417,19201447,0,0,0,0,0,119,57,0.0,9111,172,105,1392,7430,360,0.634691022,16,451.1585366,Human
418,63355234,0,0,0,0,0,0,0,0.976629613,49345,128,143,3380,45694,357,0.634342358,7,866.0,Bot
419,46893889,0,0,0,0,0,4,0,0.0,28787,5,0,18,28761,204,0.633908646,1,13059.4303,Human
420,6508,0,0,0,0,0,597,168,0.012670871,20430,1007,1845,404,17167,344,0.633752947,74,21906.92,Human
421,346907,0,0,0,0,0,41,0,0.0,3449,66,69,2051,238,211,0.633391327,2,24433.24138,Human
422,20123683,0,0,0,0,0,46,1,0.0,5546,1017,1620,713,2173,262,0.632694687,59,14958.33333,Human
423,4933,0,0,0,0,0,213,79,0.037219458,2598,250,26,124,2175,204,0.632577373,69,3473.519481,Human
424,75068438,1,0,0,0,1,0,0,0.141843865,5383,5383,0,0,0,313,0.632104483,90,13059.4303,Bot
425,5984479,0,0,0,0,0,12,1,0.013830796,3164,164,1026,1609,365,99,0.631382649,41,42105.25,Human
426,6422482,1,0,0,0,0,1489,0,0.153654126,166269,63024,18546,4428,80236,361,0.630960498,543,62984.5,Bot
427,5781547,0,0,0,0,0,8,4,0.012832764,9742,1890,2165,2441,3245,281,0.630908306,44,16531.41176,Human
428,25986782,0,0,0,0,0,7,4,0.0224289,3662,6,18,1947,1691,78,0.630644736,3,25163.0,Human
429,86326137,0,0,0,0,0,2,0,0.078048641,348774,108253,94089,76062,70370,161,0.629757318,224,13059.4303,Bot
430,5184102,0,0,0,0,0,32,0,0.0,78896,9,9,0,78878,360,0.629514019,1,13059.4303,Bot
431,54780737,0,0,0,0,0,370,0,0.0,10364,2226,6021,1105,1010,258,0.629496623,256,16553.84211,Human
432,82717856,0,0,0,0,0,291,9,0.0,12145,4510,4697,354,2584,245,0.629444535,28,58112.0,Human
433,64984008,0,0,0,0,0,59,20,0.056824895,10800,17,54,630,10077,316,0.629208255,5,307.9,Human
434,25397800,0,0,0,0,0,18,7,0.040740797,79860,24,12,51,79769,321,0.628990397,3,375.2,Human
435,43336822,0,0,0,0,1,0,0,0.22834126,71291,30759,7299,0,33233,358,0.628651071,179,85610.5,Bot
436,280212,0,0,0,0,0,172,73,0.008028697,21156,40,8,57,21051,348,0.628610526,13,53.5,Human
437,48457681,0,0,0,0,0,1,0,0.012604967,6940,4,6,98,6828,134,0.628196662,1,43084.66667,Human
438,5726,0,0,0,0,0,25,0,0.015450515,24765,5,0,2,24758,361,0.627857029,13,26395.5,Human
439,50523262,0,0,0,0,0,0,0,0.0,19857,15,0,19558,278,360,0.627584368,1,9.444444444,Human
440,69833949,0,0,0,1,0,1,0,0.467502022,11887,2198,0,1,9688,361,0.62625128,6,13059.4303,Human
441,17919858,0,0,0,0,0,718,20,0.0,48434,220,58,135,47996,359,0.623475033,7,11577.16667,Human
442,60985269,0,0,0,0,0,0,1,0.0,3534,2,8,91,3433,183,0.622437541,2,13059.4303,Human
443,49032,0,0,0,0,0,147,64,0.012854544,4110,254,343,284,3199,275,0.622041777,30,68330.67647,Human
444,56113566,0,0,0,0,0,298,35,0.0,3004,1178,784,435,601,207,0.622008446,59,16291.22807,Human
445,35927536,0,0,0,0,0,16,62,0.090840304,4817,40,1465,1529,1783,346,0.621373807,14,29.71428571,Human
446,45554944,0,0,0,0,0,598,190,0.017795211,3635,62,3,3487,83,190,0.621291195,3,811.92,Human
447,17703670,0,0,0,0,0,9,8,0.131845649,791,230,133,75,353,88,0.620936458,40,10087.22807,Human
448,1121362,0,0,0,0,0,23,8,0.0,9027,486,921,5657,1961,291,0.620685057,25,3321.471698,Human
449,15202793,0,0,0,0,0,0,0,0.0,110,1,0,32,45,42,0.620684653,1,13059.4303,Human
450,49458323,0,0,0,0,0,2,0,0.005762344,8168,8,0,0,8160,361,0.62052231,1,211.0,Human
451,39689386,0,0,0,0,1,0,0,0.0,4724,4724,0,0,0,344,0.620239924,39,40290.5,Bot
452,814471,0,0,0,0,0,10,0,0.031543293,47638,14,18,16,47590,361,0.619517052,3,1552.416667,Human
453,82715592,0,0,0,0,0,15,2,0.096495633,4600,40,4,72,4482,74,0.618660384,2,1576.0,Human
454,46904574,0,0,0,0,0,14,0,0.406398522,28123,6846,0,21277,0,356,0.61850323,82,13059.4303,Bot
455,6010774,0,0,0,0,0,43,7,0.026730459,221330,60,11,67,221192,333,0.61836926,16,20382.28125,Human
456,44709815,0,0,0,0,1,0,0,0.0,6903,6903,0,0,0,355,0.618324519,88,13059.4303,Bot
457,48118242,0,0,0,0,0,0,0,0.157390625,336,32,216,22,66,51,0.617511027,12,2103.0,Human
458,9733856,0,0,0,0,0,19,4,0.018705598,32852,25,3,310,32514,361,0.617216004,4,5898.0,Human
459,24755510,0,0,0,0,0,0,1,0.029624842,14,14,0,0,0,8,0.616666667,4,5499.636364,Human
460,2390260,0,0,0,0,0,2,1,0.041560176,3458,8,7,86,3348,66,0.616131386,3,5652.0,Human
461,20707603,0,0,0,0,0,33,4,0.0,14352,11,15,137,14185,348,0.615858549,9,38058.0,Human
462,227261,0,0,0,0,0,16,41,0.0,15,2,0,13,0,11,0.615384615,1,13059.4303,Human
463,36231209,1,0,1,0,0,0,0,0.0,4290,3056,652,110,469,354,0.614007969,4,79608.87,Bot
464,70956405,0,0,0,0,0,4,0,0.0,4623,5,0,12,4606,80,0.613961655,1,383.5,Human
465,1036561,0,0,0,0,0,330,17,0.0,29482,1347,1518,1492,25048,319,0.61381444,117,27836.88679,Human
466,18567580,0,0,0,0,0,8,0,0.480263952,164851,70400,3380,1984,89087,361,0.613750477,435,13059.4303,Bot
467,68580920,0,0,0,0,0,128,114,0.004072332,4616,112,138,3961,377,250,0.613607838,8,252.5,Human
468,7548378,0,0,0,0,0,9,5,0.020603225,73332,176,21,90,73041,292,0.613524196,10,1141.731707,Human
469,68820538,0,0,0,0,0,81,193,0.0,4016,17,74,364,3535,169,0.613252385,5,53.0,Human
470,64878874,0,0,0,0,0,29,44,0.015685134,3893,117,218,577,2777,312,0.612858029,4,1441.9375,Human
471,220864,0,0,0,0,0,250,44,0.014877873,3875,1038,635,288,1903,151,0.612611632,21,5164.948276,Human
472,29735669,0,0,0,0,0,308,124,0.010450515,7976,389,412,183,6987,329,0.612035552,81,11583.83784,Human
473,10810421,0,0,0,0,0,0,0,0.0,29641,1,1,3,29635,151,0.611768601,2,970.0,Human
474,3375968,0,0,0,0,0,5,4,0.0,257,5,0,25,221,47,0.611606273,1,757.0,Bot
475,16867443,0,0,0,1,0,28,3,0.0,14767,1560,6443,727,6009,359,0.610867209,78,59440.84,Human
476,61106285,0,0,0,0,0,25,25,0.0,3318,14,6,457,2840,263,0.610562102,1,200.6666667,Human
477,92114575,0,0,0,0,1,0,0,0.371530333,3246,2475,391,7,373,64,0.609559464,42,140692.0,Bot
478,53823544,0,0,0,0,0,128,140,0.027436484,6989,69,3040,2102,1763,317,0.6093155,31,13059.4303,Human
479,60674295,0,0,0,0,0,3611,0,0.047709862,18027,869,1738,952,14468,361,0.609229201,16,3057.470588,Human
480,368084,0,0,0,0,0,38,5,0.133976933,3746,1722,1489,166,369,290,0.609112728,54,168837.5,Human
481,46053893,0,0,0,0,0,311,5161,0.0,13563,25,95,256,13167,179,0.609100764,4,6457.833333,Human
482,36441664,0,0,0,0,0,3,2,0.063927928,12298,21,78,229,3309,290,0.608710613,2,13059.4303,Human
483,32226909,0,0,0,0,0,15,4,0.0,12266,51,10,7595,747,276,0.607599269,5,2644.918919,Human
484,254647,0,0,0,0,0,42,11,0.0,15066,87,680,203,14081,350,0.607012001,14,11789.51724,Human
485,56469371,1,1,0,0,0,0,0,0.692711716,28203,16320,5549,106,6149,210,0.60583205,107,43509.0,Bot
486,26551020,0,0,0,0,0,0,0,0.082220956,5872,28,0,8,5832,143,0.605579364,1,13059.4303,Human
